Identifiant du projet lauréat;Lien URL vers le projet soumis au vote;Lien URL vers le projet lauréat;Edition;Titre du projet lauréat;Thématique;Direction pilote du projet lauréat;Budget global du projet lauréat;Echelle du Budget participatif;Adresse du projet lauréat;Arrondissement du projet lauréat;Projet en Quartier populaire;Avancement du projet;Date de début des études du projet;Date de lancement des procédures du projet;Date de lancement des travaux du projet;Date prévisonnelle de livraison du projet;Date d'ouverture du projet au public;Dernière mise à jour des données du projet
6437;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=002164;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6437&portlet_id=158;2018;Pour une gestion de l'eau améliorée;Environnement;Direction de la Propreté et de l’Eau;4000000;Budget participatif parisien;Place de l'Hôtel de ville;75004;Non;LIVRAISON;2018-10;2019-01;2019-04;2019-06;;
10626;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=H&idee=001747;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=10626&portlet_id=158;2022;Agrandir le jardin du Chalet et favoriser la biodiversité;Environnement;Direction des Espaces Verts et de l’Environnement;1170000;Budget participatif d’arrondissement;;75010;Oui;TRAVAUX;2022-11;2023-02;2023-05;2024-05;;
2505;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003581;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2505&portlet_id=158;2016;Des conditions d’études améliorées pour les élèves du 12e;Education et jeunesse;Direction des Affaires Scolaires;280000;Budget participatif d’arrondissement;130 Avenue Daumesnil;75012;Non;FIN;2016-10;2017-01;2017-12;2017-10;2019-03;
1791;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1791&portlet_id=158;2015;Aménagement d'un parcours sportif sur les grands boulevards du 11e arrondissement;Sport;Direction de la Jeunesse et des Sports;450000;Budget participatif d’arrondissement;12 Place Léon Blum;75011;Non;FIN;2016-01;2017-01;2018-12;2019-10;2021-04;
6215;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=000771;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6215&portlet_id=158;2018;Un auvent de protection pour l'école 15 rue des Bauches;Education et jeunesse;Direction des Affaires Scolaires;250000;Budget participatif d’arrondissement;Ecole Élémentaire 15 rue Bauches;75016;Non;FIN;2019-01;;;2019-09;2019-09;
6242;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=001454;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6242&portlet_id=158;2018;Cinéma sous chapiteau à Clignancourt;Culture et patrimoine;Direction de la Démocratie, des Citoyens et des Territoires;385000;Budget participatif d’arrondissement;avenue de la Porte de Clignancourt;75018;Oui;PROCEDURES;2019-02;2019-02;;;;
6240;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=001717;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6240&portlet_id=158;2018;Rénover les tennis du Centre Sportif Bertrand DAUVIN;Sport;Direction de la Jeunesse et des Sports;1600000;Budget participatif d’arrondissement;12 rue René Binet;75018;Oui;FIN;2019-06;2019-10;2022-05;2023-04;2023-05;
6165;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=002101;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6165&portlet_id=158;2018;Aménagement des pieds d'arbres du boulevard Pereire;Environnement;Direction de la Voirie et des Déplacements;100000;Budget participatif d’arrondissement;boulevard Pereire;75017;Non;FIN;2019-01;2019-01;2019-03;2021-03;2021-03;
6201;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=002118;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6201&portlet_id=158;2018;Sécuriser des traversées piétonnes aux abords des équipements publics;Prévention et sécurité;Direction de la Voirie et des Déplacements;135000;Budget participatif d’arrondissement;6 Place Gambetta;75020;Non;FIN;2019-10;;;2022-10;2022-09;
6170;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=002136;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6170&portlet_id=158;2018;Réhabilitation de la sortie station de Métro La Fourche;Culture et patrimoine;Direction de la Voirie et des Déplacements;300000;Budget participatif d’arrondissement;avenue de Clichy;75017;Non;FIN;2019-10;;;2023-03;2023-12;
2502;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=002527;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2502&portlet_id=158;2016;Aménagement de l'avenue Daumesnil, le long du Viaduc des Arts;Cadre de vie;Direction de la Voirie et des Déplacements;800000;Budget participatif d’arrondissement;135 Avenue Daumesnil;75012;Non;FIN;2017-04;2018-05;2019-01;2019-02;2021-08;
3562;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=001560;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3562&portlet_id=158;2017;Remplacer les éclairages les plus polluants;Environnement;Direction de la Voirie et des Déplacements;362000;Budget participatif d’arrondissement;6 Place Gambetta;75020;Non;FIN;2017-12;2018-09;2019-01;2019-03;2019-04;
3574;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=001693;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3574&portlet_id=158;2017;Rénovation de l'amphithéâtre du jardin des Amandiers;Culture et patrimoine;Direction des Affaires Culturelles;900000;Budget participatif d’arrondissement;56 rue des Cendriers;75020;Oui;LIVRAISON;2018-02;2018-11;2022-06;2023-09;;
3742;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=000823;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3742&portlet_id=158;2017;Canal Saint-Martin: faire vivre le bassin Louis Blanc;Cadre de vie;Direction de la Voirie et des Déplacements;400000;Budget participatif d’arrondissement;190 Quai de Valmy;75010;Non;TRAVAUX;2017-11;;2024-02;2026-12;;
3630;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=002404;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3630&portlet_id=158;2017;Réaménagement du Carrefour rue Saint-Jacques/rue Gay-Lussac;Cadre de vie;Direction de la Voirie et des Déplacements;306000;Budget participatif d’arrondissement;Rue Saint-Jacques;75005;Non;FIN;2018-10;;2019-07;2019-11;2020-01;
3415;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=002063;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3415&portlet_id=158;2017;Un nouveau plafond pour le gymnase Michel Le Comte;Sport;Direction de la Jeunesse et des Sports;140000;Budget participatif d’arrondissement;GYMNASE MICHEL LE COMTE;75003;Non;FIN;2017-11;2017-12;2018-07;2018-08;2018-08;
3383;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=000772;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3383&portlet_id=158;2017;Aménagement du square Jan Doornik;Education et jeunesse;Direction des Espaces Verts et de l’Environnement;90000;Budget participatif d’arrondissement;JARDIN JAN DOORNIK;75116;Non;FIN;2017-11;2018-05;2018-06;2018-12;2018-11;
3752;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=002067;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3752&portlet_id=158;2017;Pour un Grenier St Lazare (impair) vert rendu aux piétons;Cadre de vie;Direction de la Voirie et des Déplacements;155000;Budget participatif d’arrondissement;Rue du Grenier Saint-Lazare;75003;Non;FIN;2017-11;2022-02;;2023-12;2023-06;
3511;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=000907;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3511&portlet_id=158;2017;Elargissement des trottoirs de la rue Saint-Lazare;Cadre de vie;Direction de la Voirie et des Déplacements;500000;Budget participatif d’arrondissement;55 Rue Saint-Lazare;75009;Non;ABANDONNÉ;;;;;;
3734;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=002673;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3734&portlet_id=158;2017;Pour la création d’un lieu intergénérationnel;Solidarités;Centre d'Action Sociale de la Ville de Paris;240000;Budget participatif d’arrondissement;rue au maire;75123;Non;FIN;2018-09;2018-11;2018-11;2019-03;2019-03;
3435;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=002672;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3435&portlet_id=158;2017;Le renouveau du square Léonor Fini;Cadre de vie;Direction des Espaces Verts et de l’Environnement;200000;Budget participatif d’arrondissement;94 Rue Vieille du Temple;75123;Non;FIN;2017-09;2017-11;2018-06;2018-12;2018-12;
3729;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=001727;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3729&portlet_id=158;2017;Des parcours sportifs producteurs d'électricité;Cadre de vie;Direction de la Jeunesse et des Sports;70000;Budget participatif d’arrondissement;5-7 Place Armand Carrel;75019;Non;FIN;2018-03;2018-06;2018-12;2019-06;2019-04;
3360;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=002660;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3360&portlet_id=158;2017;Prolongement de la coulée verte jusqu’au jardinet Brune-Vercingétorix;Cadre de vie;Direction des Espaces Verts et de l’Environnement;475000;Budget participatif d’arrondissement;rue Vercingétorix;75014;Oui;FIN;2017-11;2018-07;2019-07;2021-02;2020-09;
2524;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003567;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2524&portlet_id=158;2016;Un ponton Place Stalingrad;Cadre de vie;Direction de la Voirie et des Déplacements;200000;Budget participatif d’arrondissement;Place de la Bataille de Stalingrad;75019;Non;ETUDES;2019-08;;;;;
8748;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=F&idee=001614;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=8748&portlet_id=158;2019;Un café-laverie solidaire dans le 18e;Solidarités;;50000;Budget participatif d’arrondissement;36 boulevard Ney;75018;Oui;FIN;2020-01;2021-03;;;2021-11;
8851;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=F&idee=001999;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=8851&portlet_id=158;2019;Une épicerie solidaire rue de Crimée;Solidarités;Centre d'Action Sociale de la Ville de Paris;90000;Budget participatif d’arrondissement;166 rue de Crimée;75019;Oui;FIN;2019-07;;2019-11;2020-03;2020-03;
8655;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=F&idee=000778;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=8655&portlet_id=158;2019;Réhabilitation de la surface de la promenade piétonne;Cadre de vie;Direction de la Voirie et des Déplacements;300000;Budget participatif d’arrondissement;port de la Tournelle;75005;Non;FIN;2020-01;;2020-11;2021-05;2021-05;
8487;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=F&idee=001989;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=8487&portlet_id=158;2019;Des tracés et des porteurs dans les cours de la maternelle;Education et jeunesse;Direction des Affaires Scolaires;10000;Budget participatif d’arrondissement;2 place des Quarante-Quatre Enfants d'Izieu;75013;Oui;FIN;2020-01;;;2020-06;2020-06;
8715;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=F&idee=000765;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=8715&portlet_id=158;2019;Un jeu éducatif pour lutter contre le racisme;Solidarités;Direction des Affaires Scolaires;3000;Budget participatif d’arrondissement;Mairie du 16e;75016;Non;FIN;2020-01;;;2022-09;2022-09;
8543;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=F&idee=001712;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=8543&portlet_id=158;2019;Contre les incivilités : pour des urinoirs design;Propreté;Direction de la Voirie et des Déplacements;240000;Budget participatif d’arrondissement;101 quai de Valmy;75010;Non;TRAVAUX;2019-11;;2024-02;2026-03;;
8812;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=F&idee=001402;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=8812&portlet_id=158;2019;Réaménager les boulevards Garibaldi et Grenelle en promenade;Cadre de vie;Direction de la Voirie et des Déplacements;500000;Budget participatif d’arrondissement;boulevard Garibaldi;75015;Non;(non démarré);;;;;;
8749;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=F&idee=002284;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=8749&portlet_id=158;2019;Plus d’arceaux à vélos dans le 18e : favorisons les mobilités douces;Mobilités;Direction de la Voirie et des Déplacements;300000;Budget participatif d’arrondissement;88 rue Riquet;75018;Oui;TRAVAUX;2020-01;2020-03;2020-11;2024-12;;
8495;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=F&idee=000427;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=8495&portlet_id=158;2019;Modernisation du centre d’escrime Caillaux;Sport;Direction de la Jeunesse et des Sports;110000;Budget participatif d’arrondissement;gymnase Caillaux;75013;Non;FIN;2019-10;;2020-11;2020-12;2021-01;
3765;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=002728;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3765&portlet_id=158;2017;#VilleRefuge;Solidarités;;5000000;Budget participatif parisien;Place de l' Hôtel de Ville - Esplanade de la Libération;75004;Non;FIN;2018-05;2018-07;;2019-06;2020-12;
5774;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=002724;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=5774&portlet_id=158;2017;#ÉcoleDeRêve;Education et jeunesse;Direction des Affaires Scolaires;3500000;Budget participatif parisien;Place de l' Hôtel de Ville - Esplanade de la Libération;75004;Oui;FIN;2017-12;2018-04;2019-07;2019-10;2023-08;
6080;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=002112;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6080&portlet_id=158;2018;Embellir les écoles;Education et jeunesse;Direction des Affaires Scolaires;335000;Budget participatif d’arrondissement;5 rue Lacordaire;75015;Non;FIN;2019-01;;;2019-09;2022-10;
6050;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=002079;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6050&portlet_id=158;2018;Activités sportives urbaines dans le 14e;Sport;Direction de la Jeunesse et des Sports;300000;Budget participatif d’arrondissement;2 Place Ferdinand Brunot;75014;Non;FIN;2018-10;2019-01;2019-01;2020-05;2020-09;
3583;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=001765;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3583&portlet_id=158;2017;Rénover les préaux des écoles des quartiers populaires;Education et jeunesse;Direction des Affaires Scolaires;200000;Budget participatif d’arrondissement;72 Rue du Faubourg Saint-Martin;75010;Oui;FIN;2018-02;2018-03;2018-07;2018-09;2020-10;
10015;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=G&idee=002647;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=10015&portlet_id=158;2021;Des cours d’écoles et espaces de jeux plus inclusifs et interactifs;Education et jeunesse;Direction des Affaires Scolaires;1810000;Budget participatif d’arrondissement;130 avenue Daumesnil;75012;Oui;TRAVAUX;2021-10;2024-04;2023-07;2024-12;;
10641;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=H&idee=001763;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=10641&portlet_id=158;2022;Améliorer le cadre de vie dans le Bois de Boulogne;Cadre de vie;Direction des Espaces Verts et de l’Environnement;1560000;Budget participatif d’arrondissement;bois de Boulogne;75016;Non;ETUDES;2022-11;;;;;
10576;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=H&idee=001697;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=10576&portlet_id=158;2022;Sécuriser et aménager pour favoriser les mobilités douces;Prévention et sécurité;Direction de la Voirie et des Déplacements;260000;Budget participatif d’arrondissement;;75018;Non;LIVRAISON;2022-10;;;2023-12;;
10611;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=H&idee=001731;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=10611&portlet_id=158;2022;Améliorer le quotidien des élèves du 12e;Education et jeunesse;Direction des Affaires Scolaires;1410000;Budget participatif d’arrondissement;mairie du 12 ème arrondissement;75012;Non;PROCEDURES;2021-07;2024-04;2024-09;2024-12;;
2949;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003698;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2949&portlet_id=158;2016;Agir en faveur de la vitalité associative des quartiers populaires !;Solidarités;Direction de la Démocratie, des Citoyens et des Territoires;3500000;Budget participatif parisien;Place de l'Hôtel de Ville;75004;Oui;FIN;2016-06;2016-06;2017-07;2017-07;2024-01;
9926;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=G&idee=002552;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=9926&portlet_id=158;2021;Agir pour une ville plus propre;Propreté;Direction de la Propreté et de l’Eau;3000000;Budget participatif parisien;;75004;Non;LIVRAISON;2021-10;2023-05;2022-04;2022-12;;
11223;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=001758;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11223&portlet_id=158;2023;Installer des assises pour favoriser la balade;Cadre de vie;Direction de la Voirie et des Déplacements;80000;Budget participatif d’arrondissement;72 Rue du Faubourg Saint-Martin;75010;Oui;(non démarré);;;;;;
11148;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=001791;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11148&portlet_id=158;2023;Embellir et verdir les murs publics de Paris Centre;Cadre de vie;Direction des Affaires Culturelles;110000;Budget participatif d’arrondissement;2 Rue Eugène Spuller;75003;Non;ETUDES;2024-02;2024-09;2025-02;2025-04;;
9929;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=G&idee=002554;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=9929&portlet_id=158;2021;S’adapter aux effets du réchauffement climatique à Paris;Environnement;;5000000;Budget participatif parisien;;75004;Non;LIVRAISON;2023-01;;2024-06;2023-12;;
11243;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=001796;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11243&portlet_id=158;2023;De nouvelles Cours Oasis pour les écoles du 14e;Education et jeunesse;Direction des Affaires Scolaires;1240000;Budget participatif d’arrondissement;2 place Ferdinand Brunot;75014;Non;ETUDES;2023-10;;;2026-12;;
11210;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=001859;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11210&portlet_id=158;2023;Soutenons les projets portés par les associations de nos quartiers;Solidarités;Direction de la Démocratie, des Citoyens et des Territoires;1500000;Budget participatif d’arrondissement;7 Place Armand Carrel;75019;Oui;ETUDES;2023-11;;;;;
11136;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=001839;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11136&portlet_id=158;2023;Solutions de stockage et de convivialité pour les assos sportives;Sport;Direction de la Jeunesse et des Sports;200000;Budget participatif d’arrondissement;28 rue André Bréchet;75017;Oui;ETUDES;2023-11;;;;;
2427;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003578;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2427&portlet_id=158;2016;Des toilettes rénovées pour tous les élèves du 12e;Education et jeunesse;Direction des Affaires Scolaires;975000;Budget participatif d’arrondissement;130 Avenue Daumesnil;75012;Non;FIN;2016-10;2017-01;2017-07;2017-09;2018-09;
3651;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=002666;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3651&portlet_id=158;2017;Des cantines plus agréables pour nos enfants dans 5 écoles du 13e;Education et jeunesse;Direction des Affaires Scolaires;600000;Budget participatif d’arrondissement;1 Place d'Italie;75013;Non;FIN;2018-01;2018-03;2018-07;2018-09;2019-09;
6203;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=000179;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6203&portlet_id=158;2018;Un piano pour la Maison de la Vie Associative et Citoyenne;Culture et patrimoine;Direction de la Démocratie, des Citoyens et des Territoires;6000;Budget participatif d’arrondissement;avenue René Boylesve;75016;Non;FIN;2019-06;2019-08;2019-08;2019-09;2019-09;
6217;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=000329;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6217&portlet_id=158;2018;Université Paris-Dauphine : sécuriser les passages piétons;Prévention et sécurité;Direction de la Voirie et des Déplacements;90000;Budget participatif d’arrondissement;place du Maréchal de Lattre de Tassigny;75116;Non;ETUDES;2019-04;;;2024-12;;
6111;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=000361;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6111&portlet_id=158;2018;Une ludothèque mobile dans le 17e;Education et jeunesse;Direction des Familles et de la Petite Enfance;20000;Budget participatif d’arrondissement;20 Rue des Batignolles;75017;Oui;FIN;;2019-02;2019-04;2019-04;2019-06;
6388;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=000363;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6388&portlet_id=158;2018;Lecture et partage pour les enfants de l’élémentaire Eblé;Education et jeunesse;Direction des Affaires Scolaires;5000;Budget participatif d’arrondissement;14 rue Eblé;75007;Non;FIN;2019-03;2019-03;2019-12;2020-01;2020-01;
6023;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=000573;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6023&portlet_id=158;2018;Un jardin sur les toits du stade Elisabeth;Environnement;Direction des Espaces Verts et de l’Environnement;600000;Budget participatif d’arrondissement;Stade Elisabeth;75014;Non;FIN;2018-10;2019-10;2022-10;2023-04;2023-04;
6270;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=001058;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6270&portlet_id=158;2018;Un projet écologique pour le square Alban Satragne;Environnement;Direction des Espaces Verts et de l’Environnement;50000;Budget participatif d’arrondissement;Square Alban Satragne;75010;Oui;FIN;2015-01;2018-11;2019-07;2020-07;2020-09;
6228;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=001167;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6228&portlet_id=158;2018;Animation et rénovation de la place Raoul Follereau;Solidarités;Direction de la Voirie et des Déplacements;300000;Budget participatif d’arrondissement;Place Raoul Follereau;75010;Oui;ETUDES;2024-02;;;2024-12;;
6056;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=001278;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6056&portlet_id=158;2018;Un 1er incubateur jeunes pour faire vivre leurs idées;Education et jeunesse;Direction de l’Attractivité et de l’Emploi;100000;Budget participatif d’arrondissement;101 quai Branly;75015;Non;FIN;2019-03;2019-06;2019-07;2019-09;2019-09;
6142;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=001463;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6142&portlet_id=158;2018;Rénovation au rez-de-chaussée de l'école Boursault;Education et jeunesse;Direction des Affaires Scolaires;500000;Budget participatif d’arrondissement;10 rue Boursault;75017;Non;FIN;2019-03;2022-12;2023-02;2023-12;2023-12;
6058;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=001545;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6058&portlet_id=158;2018;Rénover le gymnase sportif Rigoulot;Sport;Direction de la Jeunesse et des Sports;650000;Budget participatif d’arrondissement;18 Avenue de la Porte Brancion;75015;Oui;FIN;2018-12;2019-04;2020-06;2020-09;2020-09;
6422;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=001587;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6422&portlet_id=158;2018;Des aménagements pour le centre d'hébergement Crimée;Solidarités;;18000;Budget participatif d’arrondissement;166 rue de Crimée;75019;Oui;LIVRAISON;2019-05;2020-03;2020-06;2021-09;;
6010;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=001616;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6010&portlet_id=158;2018;Un éclairage plus écologique pour les bâtiments municipaux;Environnement;Direction Constructions Publiques et Architecture;200000;Budget participatif d’arrondissement;2 Rue Eugène Spuller;75123;Non;TRAVAUX;2019-03;2023-09;2024-04;2025-09;;
6238;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=002029;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6238&portlet_id=158;2018;Une salle dédiée aux Sports de Combat dans le 18e;Sport;Direction de la Jeunesse et des Sports;300000;Budget participatif d’arrondissement;Gymnase 12 rue des Amiraux;75018;Oui;FIN;2018-12;2019-03;2020-07;2022-01;2022-01;
6076;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=002108;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6076&portlet_id=158;2018;Poursuite du réaménagement du quartier Bargue/Falguière;Cadre de vie;Direction de la Voirie et des Déplacements;1000000;Budget participatif d’arrondissement;48 rue Bargue;75015;Oui;ETUDES;2019-10;;;2024-09;;
2207;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2207&portlet_id=158;2014;Cultiver dans les écoles;Education et jeunesse;Direction des Affaires Scolaires;1000000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2015-01;2015-03;2015-05;2015-07;2015-09;
1521;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1521&portlet_id=158;2015;Arche d'arbres fruitiers dans le quartier Montorgueil;Cadre de vie;Direction des Espaces Verts et de l’Environnement;40000;Budget participatif d’arrondissement;116 Rue Saint-Denis;75002;Non;FIN;2016-06;2016-08;2017-02;2017-04;2017-05;
1541;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1541&portlet_id=158;2015;Création d'un espace dédié à l'escalade dans le gymnase Glacière;Sport;Direction de la Jeunesse et des Sports;400000;Budget participatif d’arrondissement;121 Rue de la Glacière;75013;Non;FIN;2016-09;2017-10;2019-08;2021-01;2021-01;
